
state,county,precincts,reporting,biden,clinton,dodd,edwards,kucinich,obama,richardson,uncommitted-d,cort,giuliani,huckabee,hunter,keyes,mccain,paul,romney,thompson,tran,uncommitted-r
TX,Johnson,22,15,6,4857,5,56,,2142,5,,5,21,2501,17,35,2603,214,104,63,2,55
TX,Jones,15,1,0,245,1,12,,70,2,,0,0,49,0,1,78,11,4,4,0,2
TX,Karnes,16,16,24,1615,23,153,,1101,28,,0,0,109,0,1,129,29,4,0,0,5
TX,Kaufman,42,12,4,2922,5,38,,2330,12,,2,24,1947,16,14,2199,105,55,39,2,102
TX,Kendall,12,1,0,590,0,5,,791,1,,0,18,917,11,7,1884,124,96,35,1,66
TX,Kenedy,7,7,1,121,0,9,,50,4,,0,0,2,0,0,7,0,0,0,0,1
TX,Kent,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Kent,7,6,8,152,1,29,,52,8,,,,,,,,,,,,
TX,Kerr,21,8,4,1433,4,31,,1579,9,,0,18,1626,11,182,3872,288,116,39,1,145
TX,Kimble,8,8,0,167,1,5,,111,0,,0,4,273,0,8,614,35,8,6,1,42
TX,King,5,5,1,36,3,15,,27,2,,1,1,10,0,0,8,0,0,0,0,0
TX,Kinney,5,5,4,502,7,35,,412,16,,1,0,83,0,2,103,7,0,5,0,0
TX,Kleberg,6,6,,,,,,,,,0,2,267,1,4,471,40,13,8,0,11
TX,Kleberg,21,16,20,3178,13,112,,1537,43,,,,,,,,,,,,
TX,Knox,11,1,,,,,,,,,0,0,6,0,0,7,0,0,0,0,0
TX,Knox,11,3,2,39,2,0,,31,0,,,,,,,,,,,,
TX,La Salle,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,La Salle,7,7,4,845,5,48,,467,23,,,,,,,,,,,,
TX,La Vaca,20,7,20,1078,6,125,,560,25,,0,1,117,2,5,255,71,3,3,1,0
TX,Lamar,32,22,117,5566,52,421,,2801,83,,0,8,1172,7,13,1078,83,49,16,0,18
TX,Lamb,13,1,0,209,0,32,,128,6,,0,1,116,3,1,165,9,2,0,0,0
TX,Lampasas,11,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Lampasas,11,11,2,899,2,20,,672,8,,,,,,,,,,,,
TX,Lee,9,1,,,,,,,,,0,0,76,2,1,88,16,2,3,0,2
TX,Lee,16,1,3,319,0,41,,371,6,,,,,,,,,,,,
TX,Leon,15,1,5,230,3,20,,141,4,,1,2,125,0,3,184,17,7,3,1,1
TX,Liberty,32,1,31,1905,11,136,,1203,33,,0,0,600,7,13,552,48,15,7,0,11
TX,Limestone,23,1,17,681,8,100,,597,27,,0,2,145,2,1,195,17,5,6,0,6
TX,Lipscomb,8,1,0,14,0,2,,7,0,,,,,,,,,,,,
TX,Lipscomb,8,8,,,,,,,,,2,1,220,0,2,211,6,4,6,0,7
TX,Live Oak,14,1,,,,,,,,,0,1,56,0,0,69,5,4,1,0,1
TX,Live Oak,15,1,0,135,0,4,,96,1,,,,,,,,,,,,
TX,Llano,10,1,1,608,0,8,,436,2,,1,18,579,11,7,1655,106,43,11,0,87
TX,Loving,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Loving,5,5,0,5,1,5,,7,4,,,,,,,,,,,,
TX,Lubbock,92,20,51,8100,17,103,,7083,46,,,,,,,,,,,,
TX,Lubbock,92,57,,,,,,,,,38,75,6891,40,162,10596,429,343,218,6,182
TX,Lynn,15,1,,,,,,,,,0,4,70,0,3,132,7,1,3,0,5

TX,Lynn,15,15,1,431,0,27,,178,10,,,,,,,,,,,,
TX,Madison,9,9,4,796,8,53,,535,9,,0,5,313,0,3,341,38,14,5,0,10
TX,Marion,11,11,17,1202,17,117,,888,43,,0,0,194,2,3,158,20,4,4,0,2
TX,Martin,7,7,2,284,1,13,,148,10,,0,6,255,4,3,297,14,8,9,2,18
TX,Mason,5,5,0,201,5,6,,198,2,,2,6,316,5,25,669,57,13,10,1,30
TX,Matagorda,19,1,20,1021,15,106,,944,35,,0,2,230,3,4,335,85,17,1,1,4
TX,Maverick,15,1,48,4045,25,78,,1387,48,,,,,,,,,,,,
TX,Maverick,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,McCulloch,11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,McLennan,93,24,7,5324,8,113,,5509,14,,1,40,2880,31,25,4690,224,223,66,0,0
TX,McMullen,6,5,4,124,4,27,,121,5,,0,2,9,0,1,15,1,1,0,0,0
TX,Medina,18,1,3,987,1,20,,670,12,,1,13,597,8,6,1279,85,61,21,0,40
TX,Menard,7,7,2,188,1,5,,105,2,,2,4,94,5,6,217,9,8,5,2,8
TX,Midland,11,1,5,1613,5,23,,1538,15,,,,,,,,,,,,
TX,Midland,17,1,,,,,,,,,0,23,1470,24,25,3591,226,166,45,0,65
TX,Milam,12,11,59,2749,33,261,,1668,84,,0,2,287,5,12,360,33,5,9,0,8
TX,Mills,2,2,,,,,,,,,1,2,260,8,7,407,46,28,9,0,16
TX,Mills,7,7,12,633,1,70,,333,30,,,,,,,,,,,,
TX,Mitchell,7,1,3,250,2,37,,112,14,,0,0,51,0,0,88,9,0,2,0,1
TX,Montague,16,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Montague,16,1,,,,,,,,,0,3,162,0,3,360,22,13,4,0,8
TX,Montgomery,86,66,12,14587,16,138,,11641,44,,7,110,13325,441,252,18317,1518,669,231,4,525
TX,Moore,8,1,3,136,0,7,,70,1,,0,3,328,4,1,436,13,15,17,0,31
TX,Morris,5,1,,,,,,,,,0,1,47,0,0,50,0,0,0,0,1
TX,Morris,10,1,8,513,2,62,,282,15,,,,,,,,,,,,
TX,Motley,7,7,0,97,0,7,,44,2,,1,0,80,4,3,76,5,7,2,1,2
TX,Nacogdoches,24,1,6,1088,4,20,,1190,5,,0,9,928,9,12,1657,86,30,23,2,47
TX,Navarro,35,35,24,3289,9,116,,2395,20,,5,19,1553,6,20,1924,85,46,36,0,33
TX,Newton,9,1,,,,,,,,,0,0,37,0,4,46,8,1,1,0,2
TX,Newton,23,1,10,459,9,50,,180,14,,,,,,,,,,,,
TX,Nolan,15,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Nueces,127,63,40,21991,18,217,,11229,119,,,,,,,,,,,,
TX,Nueces,127,100,,,,,,,,,1,38,2986,18,59,6908,461,191,70,2,68
TX,Ochiltree,5,3,0,72,0,6,,44,0,,1,20,686,7,5,1176,37,24,19,1,63
TX,Oldham,3,3,,,,,,,,,0,0,108,0,0,76,4,2,0,0,4
TX,Oldham,8,8,2,125,0,11,,70,21,,,,,,,,,,,,
TX,Orange,35,22,81,6637,74,598,,2631,101,,1,6,732,3,26,855,87,24,11,14,16
TX,Palo Pinto,31,1,0,578,3,9,,225,4,,0,3,127,0,1,269,20,11,3,1,4
TX,Panola,21,1,24,690,15,101,,372,23,,0,0,145,1,3,90,5,1,0,0,1
TX,Parker,44,1,9,2284,3,41,,1238,5,,2,55,2360,21,27,3272,310,133,104,3,165
TX,Parmer,10,10,2,367,1,8,,248,6,,0,1,386,2,3,395,9,7,5,0,5
TX,Pecos,10,10,19,1119,12,79,,624,41,,1,3,192,1,1,276,23,11,9,0,6
TX,Polk,21,1,14,1844,10,77,,992,27,,0,8,844,9,9,1605,106,79,11,4,55
TX,Potter,17,1,,,,,,,,,2,23,1042,16,13,1711,61,58,25,1,50
TX,Potter,17,3,9,1610,5,31,,1063,25,,,,,,,,,,,,
TX,Presidio,8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Rains,8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Randall,30,8,13,3087,4,40,,1996,25,,2,46,3296,15,8,3754,152,147,44,3,79
TX,Reagan,5,5,1,44,0,1,,26,0,,4,16,195,0,5,444,13,13,12,1,72
TX,Real,5,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Real,5,1,0,49,0,0,,39,0,,,,,,,,,,,,
TX,Red River,5,1,,,,,,,,,0,0,25,0,0,29,3,2,0,0,0
TX,Red River,23,1,13,47,7,55,,181,14,,,,,,,,,,,,
TX,Reeves,12,1,5,628,3,37,,272,24,,,,,,,,,,,,
TX,Reeves,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Refugio,11,11,7,1178,6,72,,815,18,,0,1,73,0,0,166,26,4,3,1,2
TX,Roberts,6,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Roberts,2,2,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Robertson,16,1,9,597,5,75,,627,10,,,,,,,,,,,,
TX,Robertson,16,16,,,,,,,,,0,4,340,1,8,352,19,9,7,0,8

TX,Rockwall,17,1,3,1199,0,8,,1423,2,,1,11,1137,13,5,1560,83,60,34,2,0
TX,Runnels,11,1,1,130,0,9,,92,1,,0,1,55,0,0,109,9,4,1,0,0
TX,Rusk,23,1,3,836,5,42,,791,10,,0,10,767,3,7,945,47,22,5,0,23
TX,Sabine,9,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Sabine,9,9,,,,,,,,,0,2,351,0,0,540,22,11,5,1,11
TX,San Augustine,12,12,21,1498,36,196,,972,82,,0,0,82,0,1,76,12,2,1,0,4
TX,San Jacinto,12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,San Patricio,26,1,10,2191,7,50,,943,30,,0,7,256,3,3,598,26,14,8,1,5
TX,San Saba,5,1,0,26,0,1,,10,0,,0,0,90,2,2,167,11,2,2,1,7
TX,Schleicher,5,5,5,185,2,14,,140,2,,0,3,100,1,0,138,13,2,3,0,1
TX,Scurry,12,12,3,643,1,13,,292,11,,2,25,693,6,6,1270,50,30,25,3,45
TX,Shackelford,8,8,12,451,4,63,,156,33,,0,0,77,1,0,65,2,2,0,0,1
TX,Shelby,15,15,22,2416,9,154,,1044,26,,0,1,911,2,3,722,56,18,6,1,11
TX,Sherman,8,8,0,118,1,6,,66,4,,0,8,206,4,2,227,6,5,7,0,6
TX,Smith,78,1,7,2800,7,36,,5021,6,,1,31,2865,21,28,4903,179,119,70,2,66
TX,Somervell,7,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Somervell,7,1,,,,,,,,,0,1,103,1,0,110,8,7,3,0,0
TX,Starr,10,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Starr,10,1,7,3718,3,33,,567,19,,,,,,,,,,,,
TX,Stephens,2,1,,,,,,,,,0,2,103,0,0,144,4,5,3,0,1
TX,Stephens,7,1,0,240,1,25,,116,6,,,,,,,,,,,,
TX,Sterling,5,5,0,64,0,2,,17,1,,0,2,60,0,0,141,4,5,1,0,2
TX,Stonewall,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Stonewall,5,5,8,303,9,46,,108,9,,,,,,,,,,,,
TX,Sutton,7,7,1,298,2,7,,132,8,,0,1,97,2,0,189,9,2,2,0,3
TX,Swisher,2,1,,,,,,,,,0,1,13,0,1,9,0,0,1,0,0
TX,Swisher,9,1,1,232,2,19,,97,12,,,,,,,,,,,,
TX,Tarrant,639,100,65,35930,22,290,,51787,93,,7,193,17269,156,256,22469,1753,977,370,28,344
TX,Taylor,22,10,7,2460,2,38,,1605,10,,2,18,2592,12,12,2310,148,56,37,1,65
TX,Terrell,5,5,1,125,2,11,,69,2,,0,2,31,0,0,30,5,0,0,0,1
TX,Terry,9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Throckmorton,6,1,0,55,0,5,,22,1,,,,,,,,,,,,
TX,Throckmorton,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Titus,12,11,,,,,,,,,0,2,544,2,0,292,23,12,9,0,7
TX,Titus,20,19,21,2443,29,311,,1486,74,,,,,,,,,,,,
TX,Tom Green,61,1,3,1825,1,30,,1538,11,,1,10,739,17,12,1752,73,61,30,0,45
TX,Travis,211,20,83,36029,51,407,,67018,151,,2,75,5020,37,107,11213,2971,344,128,9,198
TX,Trinity,20,1,28,1178,17,189,,689,49,,0,0,65,0,1,79,8,5,0,0,0
TX,Tyler,5,1,,,,,,,,,0,1,190,0,5,302,14,9,2,1,8
TX,Tyler,18,1,15,849,17,92,,371,25,,,,,,,,,,,,
TX,Upshur,13,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Upshur,21,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Upton,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Upton,7,7,14,377,11,94,,310,17,,,,,,,,,,,,
TX,Uvalde,15,1,21,1420,13,68,,763,33,,1,4,189,4,3,326,21,12,4,0,10
TX,Val Verde,5,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Val Verde,14,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Van Zandt,22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Victoria,36,16,,,,,,,,,350,7,784,12,97,1134,495,80,17,12,66
TX,Victoria,36,22,76,3283,24,124,,2197,27,,,,,,,,,,,,
TX,Walker,19,17,10,2308,9,58,,2523,13,,0,9,1567,21,81,2148,212,54,32,1,54
TX,Waller,19,1,1,508,2,6,,1550,2,,1,5,482,24,9,742,81,17,22,0,30
TX,Ward,5,5,,,,,,,,,0,2,59,0,0,77,9,0,0,1,2
TX,Ward,9,9,35,1189,20,241,,647,84,,,,,,,,,,,,
TX,Washington,34,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Washington,34,1,,,,,,,,,0,5,635,9,12,1290,123,42,25,2,57
TX,Webb,58,1,101,21251,55,286,,5752,185,,2,23,114,3,11,514,33,12,5,1,24
TX,Wharton,14,1,,,,,,,,,0,7,402,12,6,934,198,21,7,0,16
TX,Wharton,21,1,7,986,9,18,,912,12,,,,,,,,,,,,
TX,Wheeler,11,10,,,,,,,,,0,2,187,1,1,124,5,2,2,0,0

TX,Wheeler,11,11,6,460,8,89,,192,32,,,,,,,,,,,,
TX,Wichita,36,36,24,7468,23,219,,4934,52,,9,40,3095,22,33,6417,267,192,94,7,104
TX,Wilbarger,7,1,6,467,3,72,,247,21,,0,0,76,0,0,126,5,0,1,0,2
TX,Willacy,2,2,,,,,,,,,0,0,8,0,0,28,1,1,0,0,0
TX,Willacy,13,12,25,2983,27,120,,1549,73,,,,,,,,,,,,
TX,Williamson,100,24,22,13503,10,120,,18494,29,,,,,,,,,,,,
TX,Williamson,100,25,,,,,,,,,4,50,5897,40,98,9891,1725,451,155,2,140
TX,Wilson,25,1,3,1058,2,19,,660,3,,,,,,,,,,,,
TX,Wilson,25,7,,,,,,,,,0,4,476,2,7,743,46,20,9,0,12
TX,Winkler,6,1,1,93,1,1,,36,0,,1,6,76,1,5,224,2,7,3,0,13
TX,Wise,23,1,,,,,,,,,0,7,612,5,9,890,94,25,13,2,54
TX,Wise,23,19,7,1778,2,39,,641,9,,,,,,,,,,,,
TX,Wood,13,7,10,1267,0,19,,658,3,,0,11,1363,5,5,1999,113,49,23,0,49
TX,Yoakum,7,1,1,184,1,12,,67,6,,0,0,99,0,0,188,5,1,2,0,3
TX,Young,7,7,8,1161,5,49,,504,14,,1,8,863,6,8,1223,49,15,20,0,48
TX,Zapata,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Zapata,8,4,15,1870,5,33,,465,26,,,,,,,,,,,,
TX,Zavala,7,1,18,1610,8,33,,509,21,,,,,,,,,,,,
TX,Zavala,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
VT,*,260,196,,,,,,,,,,675,4114,,,20542,1965,1290,,,
VT,*,260,197,,42099,,1398,696,65261,,,,,,,,,,,,,
VT,Addison,1,1,,142,,3,1,152,,,,1,28,,,111,2,14,,,
VT,Albany,1,1,,71,,1,5,123,,,,2,9,,,38,3,3,,,
VT,Alburg,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Andover,1,1,,35,,1,3,83,,,,2,7,,,36,1,1,,,
VT,Arlington,1,1,,268,,8,2,361,,,,3,36,,,137,5,10,,,
VT,Athens,1,1,,24,,1,1,36,,,,0,6,,,18,1,0,,,
VT,Bakersfield,1,1,,99,,6,2,176,,,,3,12,,,42,4,2,,,
VT,Baltimore,1,1,,15,,2,0,17,,,,1,4,,,11,3,2,,,
VT,Barnard,1,1,,98,,1,4,176,,,,0,13,,,57,2,6,,,
VT,Barnet,1,1,,123,,1,4,225,,,,0,23,,,73,13,4,,,
VT,Barre,3,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Barre Town,1,1,,768,,25,5,908,,,,11,130,,,557,44,32,,,
VT,Barton,1,1,,204,,20,18,218,,,,2,22,,,115,11,2,,,
VT,Belvidere,1,1,,21,,2,1,22,,,,1,7,,,13,1,0,,,
VT,Bennington,1,1,,1715,,50,10,1609,,,,19,106,,,481,31,28,,,
VT,Benson,1,1,,117,,1,0,134,,,,4,17,,,67,7,7,,,
VT,Berkshire,1,1,,132,,5,0,121,,,,4,16,,,79,5,3,,,
VT,Berlin,1,1,,230,,10,6,389,,,,4,29,,,123,12,8,,,
VT,Bethel,1,1,,184,,4,3,268,,,,2,38,,,43,5,3,,,
VT,Bloomfield,1,1,,26,,2,0,21,,,,0,3,,,15,1,2,,,
VT,Bolton,1,1,,134,,2,1,193,,,,1,5,,,65,5,3,,,
VT,Bradford,1,1,,184,,5,3,321,,,,1,8,,,97,19,12,,,
VT,Braintree,1,1,,89,,2,1,154,,,,1,12,,,48,7,1,,,
VT,Brandon,1,1,,449,,12,2,571,,,,14,60,,,228,13,10,,,
VT,Brattleboro,3,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Bridgewater,1,1,,73,,0,3,141,,,,2,4,,,47,2,4,,,
VT,Bridport,1,1,,99,,4,1,180,,,,7,21,,,85,13,3,,,
VT,Brighton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Bristol,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brookfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brookline,1,1,,42,,1,0,82,,,,1,7,,,26,1,1,,,
VT,Brownington,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brunswick,1,1,,10,,0,0,18,,,,1,0,,,4,1,0,,,
VT,Burke,1,1,,117,,4,1,236,,,,2,25,,,107,12,4,,,
VT,Burlington,7,7,,3547,,117,105,7101,,,,24,129,,,977,209,64,,,
VT,Cabot,1,1,,136,,10,11,265,,,,4,24,,,75,15,5,,,
VT,Calais,1,1,,136,,9,5,430,,,,4,14,,,72,5,3,,,
VT,Cambridge,1,1,,328,,12,3,497,,,,5,34,,,177,12,12,,,
VT,Canaan,1,1,,111,,4,0,107,,,,2,12,,,77,7,1,,,

VT,Castleton,1,1,,350,,12,3,464,,,,14,55,,,262,8,21,,,
VT,Cavendish,1,1,,133,,5,2,189,,,,3,26,,,56,5,5,,,
VT,Charleston,1,1,,54,,1,1,100,,,,0,10,,,38,5,2,,,
VT,Charlotte,1,1,,76,,3,0,107,,,,1,3,,,40,2,1,,,
VT,Chelsea,1,1,,80,,2,1,166,,,,1,9,,,70,4,5,,,
VT,Chester,1,1,,342,,15,3,467,,,,4,49,,,174,16,6,,,
VT,Chittenden,1,1,,137,,1,4,222,,,,5,28,,,96,8,4,,,
VT,Clarendon,1,1,,243,,9,5,252,,,,7,47,,,169,11,14,,,
VT,Colchester,1,1,,1560,,39,9,2155,,,,29,105,,,742,77,56,,,
VT,Concord,1,1,,99,,10,0,125,,,,3,15,,,87,6,4,,,
VT,Corinth,1,1,,112,,3,3,196,,,,3,22,,,71,13,8,,,
VT,Cornwall,1,1,,128,,6,1,318,,,,1,14,,,66,5,1,,,
VT,Coventry,1,1,,85,,2,3,105,,,,2,8,,,38,2,0,,,
VT,Craftsbury,1,1,,93,,4,4,233,,,,0,4,,,45,7,1,,,
VT,Danby,1,1,,143,,6,2,151,,,,6,30,,,90,3,1,,,
VT,Danville,1,1,,164,,0,0,341,,,,1,23,,,121,4,8,,,
VT,Derby,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Dorset,1,1,,204,,7,5,407,,,,4,20,,,143,4,7,,,
VT,Dover,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Dummerston,1,1,,183,,5,9,451,,,,0,15,,,94,5,6,,,
VT,Duxbury,1,1,,120,,4,2,250,,,,1,9,,,58,7,5,,,
VT,East Haven,1,1,,30,,0,0,51,,,,1,5,,,28,7,2,,,
VT,East Montpelier,1,1,,276,,15,12,622,,,,3,18,,,158,11,14,,,
VT,Eden,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Elmore,1,1,,85,,2,1,159,,,,0,7,,,22,1,2,,,
VT,Enosburgh,1,1,,191,,5,5,239,,,,2,16,,,69,9,7,,,
VT,Essex,2,2,,1780,,41,13,2711,,,,16,151,,,731,87,40,,,
VT,Fair Haven,1,1,,255,,5,2,290,,,,2,26,,,148,16,11,,,
VT,Fairfax,1,1,,397,,8,6,519,,,,7,54,,,178,23,17,,,
VT,Fairfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Fairlee,1,1,,91,,3,0,157,,,,3,5,,,52,4,2,,,
VT,Fayston,1,1,,109,,2,1,229,,,,1,8,,,33,4,0,,,
VT,Ferrisburg,1,1,,295,,17,0,477,,,,7,35,,,159,23,12,,,
VT,Fletcher,1,1,,88,,1,4,181,,,,0,13,,,26,6,0,,,
VT,Franklin,1,1,,86,,3,2,109,,,,2,28,,,56,3,6,,,
VT,Georgia,1,1,,455,,23,3,504,,,,5,46,,,255,20,26,,,
VT,Glover,1,1,,79,,4,4,150,,,,1,6,,,51,5,2,,,
VT,Goshen,1,1,,35,,6,0,41,,,,4,4,,,22,1,3,,,
VT,Grafton,1,1,,74,,2,0,105,,,,3,3,,,41,4,2,,,
VT,Granby,1,1,,5,,0,0,12,,,,0,4,,,10,0,1,,,
VT,Grand Isle,1,1,,239,,4,3,333,,,,3,14,,,125,11,10,,,
VT,Granville,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Greensboro,1,1,,68,,2,2,141,,,,0,0,,,27,3,2,,,
VT,Groton,1,1,,55,,1,1,109,,,,0,17,,,56,12,2,,,
VT,Guildhall,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Guilford,1,1,,185,,10,6,381,,,,2,28,,,69,3,4,,,
VT,Halifax,1,1,,76,,2,4,129,,,,2,22,,,60,3,5,,,
VT,Hancock,1,1,,42,,2,1,43,,,,0,1,,,11,3,0,,,
VT,Hardwick,1,0,,,,,,,,,,0,0,,,0,0,0,,,
VT,Hardwick,1,1,,275,,11,5,405,,,,,,,,,,,,,
VT,Hartford,1,1,,76,,2,4,129,,,,2,22,,,60,3,5,,,
VT,Hartland,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Highgate,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Hinesburg,1,1,,497,,13,4,871,,,,10,34,,,205,29,10,,,
VT,Holland,1,1,,60,,1,1,66,,,,0,9,,,31,4,3,,,
VT,Hubbardton,1,1,,88,,3,1,104,,,,4,10,,,48,4,3,,,
VT,Huntington,1,1,,199,,8,8,424,,,,0,8,,,45,10,8,,,
VT,Hyde Park,1,1,,228,,2,1,403,,,,3,30,,,88,6,5,,,
VT,Ira,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Irasburg,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,

VT,Isle La Motte,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Jamaica,1,1,,57,,1,3,132,,,,1,10,,,31,2,1,,,
VT,Jay,1,1,,44,,1,0,42,,,,2,0,,,18,0,1,,,
VT,Jericho,1,1,,584,,13,15,1012,,,,3,67,,,246,33,16,,,
VT,Johnson,1,1,,165,,5,3,361,,,,1,19,,,77,12,4,,,
VT,Killington,1,1,,117,,1,1,149,,,,4,7,,,58,4,4,,,
VT,Kirby,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Landgrove,1,1,,15,,0,1,48,,,,0,1,,,9,0,2,,,
VT,Leicester,1,1,,116,,1,0,117,,,,4,24,,,77,7,4,,,
VT,Lemington,1,1,,15,,0,0,10,,,,0,3,,,7,1,0,,,
VT,Lincoln,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Londonderry,1,1,,118,,1,2,225,,,,3,8,,,71,5,0,,,
VT,Lowell,1,1,,75,,2,1,74,,,,1,10,,,25,4,1,,,
VT,Ludlow,1,1,,231,,4,2,300,,,,7,33,,,134,5,11,,,
VT,Lunenburg,1,1,,121,,4,3,124,,,,3,24,,,97,7,5,,,
VT,Lyndon,1,1,,308,,7,0,482,,,,2,47,,,209,27,10,,,
VT,Maidstone,1,1,,11,,3,0,28,,,,0,2,,,18,0,0,,,
VT,Manchester,1,1,,421,,10,2,668,,,,7,40,,,248,12,11,,,
VT,Marlboro,1,1,,88,,13,7,248,,,,0,4,,,27,0,0,,,
VT,Marshfield,1,1,,134,,7,14,279,,,,3,7,,,58,6,6,,,
VT,Mendon,1,1,,120,,30,1,189,,,,2,13,,,71,3,0,,,
VT,Middlebury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Middlesex,1,1,,172,,5,5,395,,,,0,11,,,81,6,6,,,
VT,Middletown Springs,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Milton,1,1,,941,,33,2,998,,,,14,86,,,584,49,38,,,
VT,Monkton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Montgomery,1,1,,89,,1,4,160,,,,0,13,,,22,6,2,,,
VT,Montpelier,1,1,,852,,30,26,2085,,,,11,44,,,285,32,19,,,
VT,Moretown,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Morgan,1,1,,75,,3,0,68,,,,2,12,,,48,5,3,,,
VT,Morristown,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Mount Holly,1,1,,137,,1,1,194,,,,6,17,,,71,15,6,,,
VT,Mount Tabor,1,1,,14,,0,0,28,,,,0,4,,,15,1,1,,,
VT,New Haven,1,1,,186,,8,2,327,,,,6,14,,,120,12,5,,,
VT,Newark,1,1,,45,,1,0,76,,,,0,5,,,26,14,1,,,
VT,Newbury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Newfane,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Newport,1,1,,379,,17,3,401,,,,7,53,,,199,21,13,,,
VT,Newport Town,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,North Hero,1,1,,113,,5,3,145,,,,3,19,,,76,5,1,,,
VT,Northfield,1,1,,489,,24,5,647,,,,6,45,,,280,33,9,,,
VT,Norton,1,1,,26,,0,0,13,,,,0,2,,,16,1,2,,,
VT,Norwich,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Orange,1,1,,72,,2,0,88,,,,4,17,,,62,4,7,,,
VT,Orwell,1,1,,115,,3,0,160,,,,5,10,,,86,4,8,,,
VT,Panton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Pawlet,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Peacham,1,1,,80,,4,1,179,,,,1,9,,,24,5,1,,,
VT,Peru,1,1,,29,,1,1,86,,,,2,0,,,22,1,0,,,
VT,Pittsfield,1,1,,45,,0,0,89,,,,1,1,,,32,2,0,,,
